"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1580","p","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","g"
"1581","e","f","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1584","p","f","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1585","e","f","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1588","e","x","f","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1589","e","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","p"
"1590","e","f","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1593","e","f","f","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1594","e","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1596","e","f","f","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1597","e","x","f","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"1601","e","x","y","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","d"
"1602","e","f","s","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1603","e","f","f","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1604","e","f","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1607","e","f","s","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1608","e","x","s","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1609","e","x","f","n","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","d"
"1610","e","x","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1612","e","f","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1613","e","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u"
"1616","e","x","f","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"1617","e","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1619","e","x","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1620","e","x","f","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1621","e","x","s","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1623","e","f","s","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1626","p","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1627","e","x","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1628","e","x","f","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","d"
"1631","p","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","u"
"1632","e","f","f","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1636","e","f","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1637","p","f","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","g"
"1638","p","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","g"
"1639","e","f","s","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1641","e","x","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1645","e","f","f","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1649","e","x","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1650","e","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1654","e","x","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1655","e","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1656","e","f","s","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1658","e","f","f","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1659","e","f","f","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1662","e","x","f","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1663","e","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g"
"1665","e","x","s","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1666","p","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","g"
"1667","e","x","f","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1669","e","x","y","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","d"
"1670","p","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1671","e","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g"
"1672","e","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m"
"1673","e","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","p"
"1674","e","x","s","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1676","e","x","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1677","e","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1678","e","f","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1679","e","f","s","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1681","e","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g"
"1686","e","f","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1687","e","f","s","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1688","e","f","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1689","e","x","y","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d"
"1690","e","x","f","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","d"
"1691","e","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","p"
"1692","e","x","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","d"
"1693","e","f","f","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1694","e","f","s","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1695","e","f","s","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1696","e","x","f","g","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1697","e","f","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1699","e","x","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g"
"1700","e","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1703","e","f","f","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1704","p","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","g"
"1705","e","x","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","d"
"1706","e","x","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1707","e","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1708","p","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1709","e","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1710","e","x","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","d"
"1714","e","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1715","e","f","f","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1719","e","f","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1720","e","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1721","e","f","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1722","e","f","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1723","e","x","f","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1724","e","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1725","e","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m"
"1727","e","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1728","e","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1729","e","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","g"
"1730","e","x","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1731","e","f","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1733","e","f","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1734","e","x","f","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1735","p","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","g"
"1737","e","x","s","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1739","e","f","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1741","e","x","f","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1745","e","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","g"
"1749","p","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","u"
"1750","e","f","s","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1752","e","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","p"
"1754","e","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1756","e","f","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1757","e","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1758","e","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1759","e","x","f","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","d"
"1760","e","x","s","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1761","e","x","s","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1763","e","f","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1764","e","x","f","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","d"
"1765","e","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1766","p","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","u"
"1767","e","f","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","g"
"1768","e","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1769","e","x","f","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","v","d"
"1770","e","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","g"
"1771","e","x","s","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1773","e","x","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1775","e","x","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","d"
"1776","e","x","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1778","p","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","u"
"1779","p","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1780","e","x","s","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1781","e","x","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1782","e","f","s","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","g"
"1783","e","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1784","p","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","g"
"1785","e","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"1787","p","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","u"
"1788","e","x","s","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1789","e","x","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","g"
"1790","e","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","g"
"1791","p","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"1792","e","f","s","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g"
"1793","e","x","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1794","e","f","f","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1795","e","x","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","g"
"1799","p","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1803","e","x","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1806","e","f","y","e","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","d"
"1809","e","x","y","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d"
"1810","e","x","f","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","g"
"1813","p","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","g"
"1815","e","x","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1818","e","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1819","e","f","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1820","e","x","f","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d"
"1821","e","f","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"1823","p","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u"
"1824","e","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1825","e","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g"
"1830","e","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1831","e","x","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d"
"1832","e","x","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","d"
"1833","e","f","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1836","e","x","f","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","d"
"1837","e","x","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1838","e","f","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g"
"1839","e","x","y","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d"
"1840","e","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1843","e","x","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1844","p","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","u"
"1846","e","f","f","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","g"
"1851","e","f","f","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d"
"1852","e","x","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g"
"1853","e","x","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","d"
"1861","e","x","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d"
"1863","e","x","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1865","e","x","s","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"1866","e","x","y","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1867","e","x","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d"
"1868","e","x","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","g"
"1872","e","f","f","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","d"
"1873","e","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g"
"1874","e","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g"
"1877","e","x","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","d"
